,id,name,GN,OS,PE,SV,n,Tax,RepID
4416,UniRef100_A0A0K2ZUR2/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,3.0,Xanthomonas campestris pv. translucens TaxID=343,A0A0K2ZUR2_XANCT
4417,UniRef100_A0A1G4A5E7/1-289,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonadales bacterium RIFOXYA1_FULL_69_10 TaxID=1802656,A0A1G4A5E7_9GAMM
4418,UniRef100_A0A119MNR2/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia ubonensis TaxID=101571,A0A119MNR2_9BURK
4419,UniRef100_UPI000D3D1FAB/1-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Saccharospirillum mangrovi TaxID=2161747,UPI000D3D1FAB
4420,UniRef100_A0A370NGT9/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paraburkholderia lacunae TaxID=2211104,A0A370NGT9_9BURK
4421,UniRef100_UPI00161761AE/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Luteimonas sp. MC1825 TaxID=2761107,UPI00161761AE
4422,UniRef100_A0A2P7R8Z2/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Zobellella endophytica TaxID=2116700,A0A2P7R8Z2_9GAMM
4423,UniRef100_UPI0013D5273B/1-289,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Pseudoxanthomonas sacheonensis TaxID=443615,UPI0013D5273B
4424,UniRef100_A0A1D9BEY0/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Jeongeupia sp. USM3 TaxID=1906741,A0A1D9BEY0_9NEIS
4425,UniRef100_A0A1V3BSH3/13-301,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Thioalkalivibrio versutus TaxID=106634,A0A1V3BSH3_9GAMM
4426,UniRef100_A0A2S4JIF0/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Xanthomonas campestris TaxID=339,A0A2S4JIF0_XANCA
4427,UniRef100_UPI00158BEE9A/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia pyrrocinia TaxID=60550,UPI00158BEE9A
4428,UniRef100_A0A450ZH09/1-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Candidatus Kentron sp. TUN TaxID=2126343,A0A450ZH09_9GAMM
4429,UniRef100_A0A2E2J9V7/1-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Polycyclovorans sp. TaxID=2024852,A0A2E2J9V7_9GAMM
4430,UniRef100_A0A261SV64/2-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bordetella genomosp. 1 TaxID=1395607,A0A261SV64_9BORD
4431,UniRef100_UPI0009DAAD54/13-301,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,unclassified Thioalkalivibrio TaxID=2621013,UPI0009DAAD54
4432,UniRef100_A0A2N3IP44/1-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Aeromonas sobria TaxID=646,A0A2N3IP44_AERSO
4433,UniRef100_A0A4R8LRK5/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paraburkholderia rhizosphaerae TaxID=480658,A0A4R8LRK5_9BURK
4434,UniRef100_A0A3E1DEI6/1-294,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Candidatus Nitrotoga sp. LAW TaxID=2184310,A0A3E1DEI6_9PROT
4435,UniRef100_A0A1E2UJA2/2-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Candidatus Thiodiazotropha endoloripes TaxID=1818881,A0A1E2UJA2_9GAMM
4436,UniRef100_A0A2U1FVF6/1-301,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,unclassified Pseudomonas TaxID=196821,A0A2U1FVF6_9PSED
4437,UniRef100_UPI0006207C07/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Salmonella enterica TaxID=28901,UPI0006207C07
4438,UniRef100_UPI001055D7E5/1-289,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Legionella nagasakiensis TaxID=535290,UPI001055D7E5
4439,UniRef100_A0A4R1LPB0/1-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Pusillimonas sp. YR330 TaxID=2135726,A0A4R1LPB0_9BURK
4440,UniRef100_A0A2G2A0J3/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Coxiella sp. (in: Bacteria) TaxID=59288,A0A2G2A0J3_9COXI
4441,UniRef100_UPI001613D211/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonas arboricola TaxID=56448,UPI001613D211
4442,UniRef100_A0A2T6EC67/1-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Saccharospirillum sp. MSK14-1 TaxID=1897632,A0A2T6EC67_9GAMM
4443,UniRef100_UPI0012DD560B/11-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,unclassified Thioalkalivibrio TaxID=2621013,UPI0012DD560B
4444,UniRef100_UPI0004870A80/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Photobacterium halotolerans TaxID=265726,UPI0004870A80
4445,UniRef100_UPI0005D38D74/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rouxiella chamberiensis TaxID=1513468,UPI0005D38D74
4446,UniRef100_A0A1H1EFJ7/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paraburkholderia fungorum TaxID=134537,A0A1H1EFJ7_9BURK
4447,UniRef100_A0A6B3WCB6/1-301,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Wenzhouxiangella sp. XN201 TaxID=2710755,A0A6B3WCB6_9GAMM
4448,UniRef100_A0A3N6VK44/1-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Aeromonas jandaei TaxID=650,A0A3N6VK44_AERJA
4449,UniRef100_A0A0W0TFF4/1-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Legionella erythra TaxID=448,A0A0W0TFF4_LEGER
4450,UniRef100_UPI000C88EB9F/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Aeromonas salmonicida TaxID=645,UPI000C88EB9F
4451,UniRef100_A0A6G6E842/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,unclassified Caballeronia TaxID=2646786,A0A6G6E842_9BURK
4452,UniRef100_A0A318KW94/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rivicola pingtungensis TaxID=1054498,A0A318KW94_9NEIS
4453,UniRef100_UPI000F0BA3D2/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Vibrio sp. HBUAS61001 TaxID=2479546,UPI000F0BA3D2
4454,UniRef100_UPI001684B097/16-286,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,unknown TaxID=N/A,UPI001684B097
4455,UniRef100_UPI00145F6066/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Aromatoleum toluolicum TaxID=90060,UPI00145F6066
4456,UniRef100_A0A6N3WVP3/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonas campestris TaxID=339,A0A6N3WVP3_XANCA
4457,UniRef100_UPI00073083AC/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Aeromonas salmonicida TaxID=645,UPI00073083AC
4458,UniRef100_A1K3V2/1-295,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Azoarcus sp. (strain BH72) TaxID=418699,LPXC_AZOSB
4459,UniRef100_A0A1S1X643/3-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Chromobacterium sphagni TaxID=1903179,A0A1S1X643_9NEIS
4460,UniRef100_B2SYW8/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paraburkholderia phytofirmans (strain DSM 17436 / LMG 22146 / PsJN) TaxID=398527,LPXC_PARPJ
4461,UniRef100_A0A3A6QK55/1-301,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Pseudomonas sp. LS-2 TaxID=2315859,A0A3A6QK55_9PSED
4462,UniRef100_UPI000530FFAE/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia pseudomallei TaxID=28450,UPI000530FFAE
4463,UniRef100_A0A534DZH8/2-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Gammaproteobacteria bacterium TaxID=1913989,A0A534DZH8_9GAMM
4464,UniRef100_A0A1E7ZCU1/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Alteromonas confluentis TaxID=1656094,A0A1E7ZCU1_9ALTE
4465,UniRef100_A0A537DSK3/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Betaproteobacteria bacterium TaxID=1891241,A0A537DSK3_9PROT
4466,UniRef100_UPI00117C1430/11-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Thioalkalivibrio TaxID=106633,UPI00117C1430
4467,UniRef100_A0A0L8ELH1/2-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Achromobacter sp. DMS1 TaxID=1688405,A0A0L8ELH1_9BURK
4468,UniRef100_A0A066RQM6/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Photobacterium galatheae TaxID=1654360,A0A066RQM6_9GAMM
4469,UniRef100_A0A661EQT8/1-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Gammaproteobacteria bacterium TaxID=1913989,A0A661EQT8_9GAMM
4470,UniRef100_A0A3A8SZZ1/8-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Corallococcus sp. AB038B TaxID=2316718,A0A3A8SZZ1_9DELT
4471,UniRef100_A4SV81/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) TaxID=312153,LPXC_POLAQ
4472,UniRef100_A0A136HSI9/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Colwellia sp. Phe_37 TaxID=1795872,A0A136HSI9_9GAMM
4473,UniRef100_A0A661CVE0/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Gammaproteobacteria bacterium TaxID=1913989,A0A661CVE0_9GAMM
4474,UniRef100_A0A6L7PIU9/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Gammaproteobacteria bacterium TaxID=1913989,A0A6L7PIU9_9GAMM
4475,UniRef100_A0A4Y9REC9/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Oxalobacteraceae bacterium OM1 TaxID=2561929,A0A4Y9REC9_9BURK
4476,UniRef100_A0A0B1XVB5/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Ralstonia sp. A12 TaxID=1217052,A0A0B1XVB5_9RALS
4477,UniRef100_A0A0A3AKK8/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Chelonobacter oris TaxID=505317,A0A0A3AKK8_9PAST
4478,UniRef100_A0A0U5E523/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Thiocapsa sp. KS1 TaxID=610332,A0A0U5E523_9GAMM
4479,UniRef100_UPI001478CA32/3-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Vogesella urethralis TaxID=2592656,UPI001478CA32
4480,UniRef100_A0A3G9GWP6/2-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Aquitalea magnusonii TaxID=332411,A0A3G9GWP6_9NEIS
4481,UniRef100_UPI000E0C626D/13-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Azospirillum brasilense TaxID=192,UPI000E0C626D
4482,UniRef100_A0A124BSP8/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Ralstonia sp. NT80 TaxID=1218247,A0A124BSP8_9RALS
4483,UniRef100_A0A450SMK2/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Candidatus Kentron sp. DK TaxID=2126562,A0A450SMK2_9GAMM
4484,UniRef100_A0A6P2ZU51/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383) TaxID=482957,A0A6P2ZU51_BURL3
4485,UniRef100_UPI001391F5C5/1-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Pseudoxanthomonas japonensis TaxID=69284,UPI001391F5C5
4486,UniRef100_A0A6M4FN22/1-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Halomonas sp. PA5 TaxID=2730357,A0A6M4FN22_9GAMM
4487,UniRef100_UPI00124C6DF5/1-303,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Noviherbaspirillum sp. 122213-3 TaxID=2588497,UPI00124C6DF5
4488,UniRef100_UPI00112C9D5B/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Pseudomonas sp. Hp2 TaxID=701189,UPI00112C9D5B
4489,UniRef100_E5ALH3/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paraburkholderia rhizoxinica (strain DSM 19002 / CIP 109453 / HKI 454) TaxID=882378,E5ALH3_PARRH
4490,UniRef100_A0A3A6NYQ6/1-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Oxalobacter sp. TaxID=2093374,A0A3A6NYQ6_9BURK
4491,UniRef100_A0A346NPM9/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Salinimonas sediminis TaxID=2303538,A0A346NPM9_9ALTE
4492,UniRef100_A0A3D3U0U5/2-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhodocyclaceae bacterium TaxID=1898103,A0A3D3U0U5_9RHOO
4493,UniRef100_UPI0004D02A98/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Caballeronia sordidicola TaxID=196367,UPI0004D02A98
4494,UniRef100_A0A228J0F4/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia sp. AU17325 TaxID=2015348,A0A228J0F4_9BURK
4495,UniRef100_F9U8H1/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Thiocapsa marina 5811 TaxID=768671,F9U8H1_9GAMM
4496,UniRef100_B6J5J6/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Coxiella burnetii (strain CbuK_Q154) TaxID=434924,LPXC_COXB1
4497,UniRef100_A0A0J8YVZ0/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,bacteria symbiont BFo2 of Frankliniella occidentalis TaxID=1628856,A0A0J8YVZ0_9GAMM
4498,UniRef100_A0A1E3FPN5/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia contaminans TaxID=488447,A0A1E3FPN5_9BURK
4499,UniRef100_UPI001639CE92/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonas sp. SI TaxID=2724123,UPI001639CE92
4500,UniRef100_A0A290T165/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Pseudoalteromonas spongiae TaxID=298657,A0A290T165_9GAMM
4501,UniRef100_A0A291TZ28/1-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Aeromonas sp. CA23 TaxID=2033032,A0A291TZ28_9GAMM
4502,UniRef100_A0A4P8ISA5/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia sp. DHOD12 TaxID=2571746,A0A4P8ISA5_9BURK
4503,UniRef100_A0A3C0JB38/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonadaceae bacterium TaxID=1926873,A0A3C0JB38_9GAMM
4504,UniRef100_A0A329BFW2/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paraburkholderia bryophila TaxID=420952,A0A329BFW2_9BURK
4505,UniRef100_A0A1Q7IY66/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Betaproteobacteria bacterium 13_1_40CM_4_64_4 TaxID=1805048,A0A1Q7IY66_9PROT
4506,UniRef100_UPI0012929C85/1-294,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Zoogloea sp. 1C4 TaxID=2570190,UPI0012929C85
4507,UniRef100_A0A421K6A3/2-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,gamma proteobacterium symbiont of Stewartia floridana TaxID=1968599,A0A421K6A3_9GAMM
4508,UniRef100_A0A0Q6BAF2/1-294,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Methylophilus sp. Leaf416 TaxID=1736373,A0A0Q6BAF2_9PROT
4509,UniRef100_A0A0Q5J657/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonas sp. Leaf148 TaxID=1736275,A0A0Q5J657_9XANT
4510,UniRef100_A0A560CP58/13-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Azospirillum brasilense TaxID=192,A0A560CP58_AZOBR
4511,UniRef100_UPI00161102EA/2-286,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Povalibacter uvarum TaxID=732238,UPI00161102EA
4512,UniRef100_A0A1B2R6K0/2-301,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Bordetella TaxID=517,A0A1B2R6K0_9BORD
4513,UniRef100_B2JHF3/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paraburkholderia phymatum (strain DSM 17167 / CIP 108236 / LMG 21445 / STM815) TaxID=391038,LPXC_PARP8
4514,UniRef100_UPI001620F77F/1-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Quisquiliibacterium transsilvanicum TaxID=1549638,UPI001620F77F
4515,UniRef100_A0A2G8C5K0/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Tatumella sp. OPLPL6 TaxID=1928657,A0A2G8C5K0_9GAMM
4516,UniRef100_UPI000A173AEE/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Colwellia polaris TaxID=326537,UPI000A173AEE
4517,UniRef100_A0A6H1UI86/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Ferrimonas sp. S7 TaxID=2724191,A0A6H1UI86_9GAMM
4518,UniRef100_UPI000553911D/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderiaceae TaxID=119060,UPI000553911D
4519,UniRef100_UPI0015FE7F2C/1-294,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Legionella sp. PC997 TaxID=2755562,UPI0015FE7F2C
4520,UniRef100_UPI000970BB89/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Colwellia TaxID=28228,UPI000970BB89
4521,UniRef100_UPI0010410DCB/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Legionella impletisoli TaxID=343510,UPI0010410DCB
4522,UniRef100_A0A160JG49/13-294,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Azospirillum humicireducens TaxID=1226968,A0A160JG49_9PROT
4523,UniRef100_UPI0005A9BFB4/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paraburkholderia kururiensis TaxID=984307,UPI0005A9BFB4
4524,UniRef100_A0A349MPA7/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Betaproteobacteria bacterium TaxID=1891241,A0A349MPA7_9PROT
4525,UniRef100_A0A158EX48/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Caballeronia udeis TaxID=1232866,A0A158EX48_9BURK
4526,UniRef100_W6K7Z0/6-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Magnetospira sp. (strain QH-2) TaxID=1288970,W6K7Z0_MAGSQ
4527,UniRef100_UPI00161CBF60/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonas arboricola TaxID=56448,UPI00161CBF60
4528,UniRef100_UPI000C24FDEF/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonadaceae bacterium NML08-0793 TaxID=2032576,UPI000C24FDEF
4529,UniRef100_A0A0K3A351/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonas translucens pv. phlei TaxID=487906,A0A0K3A351_XANCT
4530,UniRef100_UPI0005365880/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia pseudomallei TaxID=28450,UPI0005365880
4531,UniRef100_A0A2S7DM06/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonas melonis TaxID=56456,A0A2S7DM06_9XANT
4532,UniRef100_A0A2E6KPH9/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Legionellales bacterium TaxID=2026754,A0A2E6KPH9_9GAMM
4533,UniRef100_A0A0G3LRA8/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Xanthomonas translucens pv. undulosa TaxID=487909,A0A0G3LRA8_XANCT
4534,UniRef100_A0A3L0VWY5/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,5.0,Gammaproteobacteria TaxID=1236,A0A3L0VWY5_ECOLX
4535,UniRef100_A0A1R0HAJ4/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Polynucleobacter sphagniphilus TaxID=1743169,A0A1R0HAJ4_9BURK
4536,UniRef100_A0A377GMF2/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Fluoribacter gormanii TaxID=464,A0A377GMF2_9GAMM
4537,UniRef100_A0A2S0V3Z6/1-299,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Colwellia sp. Arc7-D TaxID=2161872,A0A2S0V3Z6_9GAMM
4538,UniRef100_UPI0015D2A099/1-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Parapusillimonas granuli TaxID=380911,UPI0015D2A099
4539,UniRef100_UPI001054A2B0/1-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Luteimonas arsenica TaxID=1586242,UPI001054A2B0
4540,UniRef100_A0A0X8XAP2/2-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Halorhodospira halochloris TaxID=1052,A0A0X8XAP2_HALHR
4541,UniRef100_A0A2S8VMK0/2-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Achromobacter sp. MYb9 TaxID=1827284,A0A2S8VMK0_9BURK
4542,UniRef100_A0A261URT7/2-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bordetella genomosp. 4 TaxID=463044,A0A261URT7_9BORD
4543,UniRef100_A0A4Q7RX58/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Stenotrophomonas sp. BK441 TaxID=2512175,A0A4Q7RX58_9GAMM
4544,UniRef100_UPI0003619CFE/1-295,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Methyloversatilis universalis TaxID=378211,UPI0003619CFE
4545,UniRef100_A0A2W5LY01/1-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Stenotrophomonas acidaminiphila TaxID=128780,A0A2W5LY01_9GAMM
4546,UniRef100_UPI00157A513D/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia cepacia TaxID=292,UPI00157A513D
4547,UniRef100_A0A6P2NE89/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383) TaxID=482957,A0A6P2NE89_BURL3
4548,UniRef100_A0A0L0QYA8/2-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Achromobacter spanius TaxID=217203,A0A0L0QYA8_9BURK
4549,UniRef100_A0A2D9KAB4/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Alteromonadaceae TaxID=72275,A0A2D9KAB4_9ALTE
4550,UniRef100_A0A523KGT5/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Gammaproteobacteria bacterium TaxID=1913989,A0A523KGT5_9GAMM
4551,UniRef100_A0A136A6Q0/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paraglaciecola hydrolytica TaxID=1799789,A0A136A6Q0_9ALTE
4552,UniRef100_A0A2E6SLJ1/1-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Alteromonadaceae bacterium TaxID=1916082,A0A2E6SLJ1_9ALTE
